Country,Year,avg_goldstein,avg_tone,total_mentions,total_articles,event_count,ActionGeo_CountryCode
Germany,2018,0.9086509349450596,-2.0130543411181914,9036227,8814504,705507,GM
Germany,2019,0.9245380977877252,-1.7232782224860008,7489923,7306461,621941,GM
Germany,2020,0.8881186274604919,-2.316156833627116,6407641,6259161,515396,GM
Germany,2021,0.9419382605137265,-1.914253287522321,5365615,5229888,425212,GM
Germany,2022,1.0736310462029173,-1.9151117778016824,4746256,4640509,430146,GM
Germany,2023,1.0242279877114115,-1.507917288550412,4891036,4754293,471660,GM
Germany,2024,0.8653735934064737,-1.7746920632048693,4487589,4382768,461666,GM
Germany,2025,0.9926782292633782,-1.6617335203801467,3636558,3535222,405001,GM
India,1980,0.198698315467075,5.075859066958525,21463,21422,5224,IN
India,1981,0.10530451866404716,4.856699550613488,22818,22741,5090,IN
India,1982,-0.35747531734837795,5.014231954895058,25154,25041,5672,IN
India,1983,-0.7507086614173228,4.799601676331134,36305,36160,7620,IN
India,1984,-2.3065747561218384,4.450654809586929,97257,96784,20092,IN
India,1985,-0.8020201346756446,4.719482492756061,68064,67766,14999,IN
India,1986,-1.4647973640856682,4.179439219832802,70754,70437,15175,IN
India,1987,-0.7106962425007893,4.174441454577398,59217,58902,12668,IN
India,1988,-1.0426232152940222,3.90649752614888,60708,60360,12397,IN
India,1989,-0.05560226828314432,3.991300586420801,50771,50573,10228,IN
India,1990,-1.1746954351974166,3.7140142034230452,69749,69035,13626,IN
India,1991,-0.7414035591274398,4.272899241223437,78945,78256,13936,IN
India,1992,-0.10899812893349217,4.295905131654294,58996,58580,11758,IN
India,1993,-0.5308660152590013,4.120057980221949,78541,78053,14942,IN
India,1994,-0.7110384141996497,4.259743470725447,77266,76420,15437,IN
India,1995,-0.5549778253555587,4.789772445739761,88108,87135,19617,IN
India,1996,0.03452701489858193,5.328034271550952,180554,176830,33426,IN
India,1997,0.6437026130145264,5.65332314110542,231917,226586,45503,IN
India,1998,0.2759484376274779,5.318925250348741,268977,267316,49028,IN
India,1999,-0.06573555913876507,5.1648872603595635,345847,341142,63258,IN
India,2000,0.15872558683999755,5.200628346321455,343945,324592,64924,IN
India,2001,-0.1076820043117194,5.190953398280027,380725,377884,78391,IN
India,2002,-0.900196379092352,4.662690506125949,349575,347694,74346,IN
India,2003,-0.03607067239254997,5.097434674474107,418322,415796,83597,IN
India,2004,0.2510403624873308,5.307999182112409,248612,247164,50319,IN
India,2005,0.47914801176252436,5.315917844437583,178605,177481,37747,IN
India,2006,0.38052723543265204,5.31845026362663,720677,569419,131630,IN
India,2007,0.599752315251775,5.465989080032267,2083482,1900017,349638,IN
India,2008,0.2935433755311262,5.249534872414643,3364823,3200526,524593,IN
India,2009,0.37496783714242465,5.248862281442194,4786128,4606664,687128,IN
India,2010,0.451569552277727,5.333102158950358,4881517,4692618,659583,IN
India,2011,0.4040534615826746,5.309876238720702,5407861,5251747,748126,IN
India,2012,0.2506448537710524,4.753305066366857,7922796,7730019,1003871,IN
India,2013,0.09087039889077556,2.2431537758405242,9558148,9422884,1139572,IN
India,2014,0.42450378043119524,2.3699515596421135,15213318,14926062,1645847,IN
India,2015,0.5004670797033253,-1.5019503141110218,30420768,28923334,2516488,IN
India,2016,0.29804973133666546,-2.224451585683718,33343536,32280150,3066979,IN
India,2017,0.3301037808365942,-2.1190106160850526,25894650,25259784,2725459,IN
India,2018,0.32845044839162213,-2.1134420088646255,24458877,23837449,2537960,IN
India,2019,0.26973537682629584,-2.2248857678496705,24203468,23720892,2458681,IN
India,2020,0.41631538337763235,-2.4656564151891986,19126957,18718427,2063296,IN
India,2021,0.544657618789327,-1.9369143798257786,15234933,14947425,1565233,IN
India,2022,0.5407378888004309,-1.7422156328748182,12366052,12136480,1379185,IN
India,2023,0.637884503841359,-1.5162187758808463,21222142,20633076,2106808,IN
India,2024,0.4944913109114844,-1.637114993683191,18000516,17615107,2196562,IN
India,2025,0.5560296756548487,-1.6958094787028106,17560966,17192188,2136034,IN
Indonesia,1980,2.050977198697068,4.566287644514859,5120,5101,1228,ID
Indonesia,1981,1.9045610034207532,4.405736513603562,7382,7355,1754,ID
Indonesia,1982,1.2544345377756925,4.689909315607943,8782,8756,2131,ID
Indonesia,1983,1.8336433260393874,4.553342360618427,8198,8111,1828,ID
Indonesia,1984,1.38751481627815,4.723171167967347,10597,10551,2531,ID
Indonesia,1985,1.8579765062523679,4.851354998774521,11148,11013,2639,ID
Indonesia,1986,1.5748632306363366,4.279830476124177,14467,14300,3473,ID
Indonesia,1987,2.2795868347338955,3.8970271005347215,11788,11700,2856,ID
Indonesia,1988,2.2893473040820793,4.39954812099099,19657,19419,4581,ID
Indonesia,1989,2.117547111523015,4.495175953192989,13216,13063,3237,ID
Indonesia,1990,2.1981162111966053,4.6873585587756015,15750,15578,3769,ID
Indonesia,1991,1.3065303907380612,4.450750189285775,26131,25934,5528,ID
Indonesia,1992,1.2598176845943487,4.242996995391745,23878,23698,5485,ID
Indonesia,1993,1.5478306462183766,4.343030584304377,35714,35339,7629,ID
Indonesia,1994,0.6792099354476565,4.525575197930685,63615,63125,14252,ID
Indonesia,1995,0.31220714285714285,4.673072447881295,54088,53524,14000,ID
Indonesia,1996,0.637092586370162,5.141127176026441,150592,148077,32737,ID
Indonesia,1997,0.505931897879592,4.69253621086366,137610,135018,30513,ID
Indonesia,1998,0.04037541695512619,4.70725264159609,377366,373780,63556,ID
Indonesia,1999,-0.1851465110771418,4.93467058687687,533489,526648,92894,ID
Indonesia,2000,-0.5862689470697896,4.362909687974061,429816,399496,74022,ID
Indonesia,2001,-0.3898314301250679,4.569992386123716,355983,353061,68043,ID
Indonesia,2002,-0.38354580059933596,4.503668023835646,286147,284057,61735,ID
Indonesia,2003,-0.6569094340598262,4.346261857017007,406920,403791,77358,ID
Indonesia,2004,-0.4341803599374021,4.6804422830915104,249694,247920,51120,ID
Indonesia,2005,0.31908575679992957,4.89496548693737,219022,217920,45699,ID
Indonesia,2006,0.26848676854267617,4.922584259319217,285771,158490,53660,ID
Indonesia,2007,0.590623579624189,4.875194048594076,514287,387212,90205,ID
Indonesia,2008,0.3437741323767964,4.991013626408578,503732,428321,87538,ID
Indonesia,2009,0.41694382948051273,4.931258234741751,1250585,1146256,174807,ID
Indonesia,2010,0.4343622295761542,4.968678378094738,1374879,1270585,169826,ID
Indonesia,2011,0.521674233143571,5.085502135670909,1777693,1604583,208155,ID
Indonesia,2012,0.5600613759565942,4.692166826715757,1634769,1583527,207899,ID
Indonesia,2013,0.8337759343975998,2.36873642508789,1700575,1678394,210726,ID
Indonesia,2014,0.9218319833485915,2.2745844526598034,2299001,2266136,243583,ID
Indonesia,2015,0.6828449040517252,-1.8191695533264716,6393165,6278677,409237,ID
Indonesia,2016,0.4565215090692361,-2.408028735926935,4698190,4625128,378003,ID
Indonesia,2017,0.6819385684752205,-1.8806174772246624,3500196,3437781,312478,ID
Indonesia,2018,0.8946491146057337,-1.9507846527908328,3606864,3538649,267395,ID
Indonesia,2019,0.5605628261132004,-2.268121110839879,2442223,2409850,223657,ID
Indonesia,2020,0.8543954053914208,-2.330694664642998,1619473,1596322,173945,ID
Indonesia,2021,0.9662708664546895,-1.867724926358902,1618797,1598687,140896,ID
Indonesia,2022,1.6003584765721575,-0.6325085503343103,1419440,1393655,153706,ID
Indonesia,2023,1.6532387096774197,-0.32099714196239226,1839486,1798721,201500,ID
Indonesia,2024,1.493104037620932,-0.22018864566525403,1619864,1590459,193084,ID
Indonesia,2025,1.4294970768154212,-0.5246578746766986,1344049,1313419,177204,ID
Iran,1980,-0.45652277812778347,4.998699764065435,169187,168165,46031,IR
Iran,1981,-0.9963866811386158,4.466348494060096,104567,103991,28561,IR
Iran,1982,-1.4021806853582561,4.148026855791077,60150,59830,15408,IR
Iran,1983,-1.2232590789966316,4.148300013448622,42208,41988,10684,IR
Iran,1984,-1.5466522444564634,3.813315421066739,72138,71761,18490,IR
Iran,1985,-1.7289680589680594,3.581007972651194,65361,65018,16280,IR
Iran,1986,-0.7972429303236018,4.083722872330846,90268,89710,24011,IR
Iran,1987,-1.189293476032313,4.2104949381791545,186293,185033,48774,IR
Iran,1988,-0.7735931471280546,4.2230348765363095,162442,160670,41209,IR
Iran,1989,0.7219873459386316,4.9352664695173765,103484,102710,27343,IR
Iran,1990,1.1839683346033352,4.795100249505146,89937,89181,23622,IR
Iran,1991,1.162730872538975,4.8379706551066475,160587,159388,36113,IR
Iran,1992,1.163855358729164,4.5013184883720205,76698,76111,19137,IR
Iran,1993,0.5409899280575541,4.251684875913417,70675,70049,17375,IR
Iran,1994,-0.10418933623503808,4.1096414769692124,92942,91483,22056,IR
Iran,1995,1.108992166680126,4.840792546890049,98791,97251,24766,IR
Iran,1996,0.873451310355475,5.2663770691205265,223576,220237,51818,IR
Iran,1997,1.1519611076663276,5.557010708643159,336058,331329,75799,IR
Iran,1998,0.896138634785496,5.442289224805678,471231,467188,99369,IR
Iran,1999,0.5338932904430016,5.661889721493388,507393,501345,100722,IR
Iran,2000,0.6009031485914194,5.42726433241317,573236,548538,108620,IR
Iran,2001,0.8380261685802473,5.516787108824833,616287,609499,126029,IR
Iran,2002,0.9824877468572484,5.5601712886738355,450993,446880,97526,IR
Iran,2003,0.9877578220590805,5.461603139572675,756348,748523,137304,IR
Iran,2004,0.8271742198209823,5.404130901754993,497225,491977,99208,IR
Iran,2005,0.927268093204499,5.613202028729396,424420,420094,88279,IR
Iran,2006,0.7750670522551728,5.547010284824454,1274754,739700,219232,IR
Iran,2007,0.531902911218667,5.404801647412592,2182140,1610630,346075,IR
Iran,2008,0.580278058205439,5.3746638308745665,1682739,1353215,264477,IR
Iran,2009,0.28002170923040975,5.364496809042471,5069017,4536889,551839,IR
Iran,2010,0.43619952797091277,5.425851648295672,3740443,3339161,407602,IR
Iran,2011,0.07017111231999713,5.203335810397041,4097301,3742101,444854,IR
Iran,2012,0.4669462364895268,4.750945744240035,7137387,6717225,617854,IR
Iran,2013,0.8188718503538043,2.1769189728673695,7442569,7326895,685852,IR
Iran,2014,0.768530468366256,2.347073540244188,6512365,6414281,622984,IR
Iran,2015,0.8585621672025604,-1.9663265170159638,15453268,15158272,1067268,IR
Iran,2016,0.5436288744114448,-2.703213710908659,12372376,12147487,962585,IR
Iran,2017,0.3962410168656931,-2.9037596893900917,11134691,10938978,816391,IR
Iran,2018,0.5184677066972133,-3.449152254213081,12168276,11935974,846770,IR
Iran,2019,0.15171263858502465,-3.621526382887338,14094067,13898358,866616,IR
Iran,2020,-0.41290246799611985,-4.167587220079434,9042144,8901672,604458,IR
Iran,2021,0.5514998976677996,-2.982707538729271,4984699,4914962,410434,IR
Iran,2022,-0.32878631484816256,-4.099660105757211,4265284,4203056,405929,IR
Iran,2023,0.05951566167119014,-3.5051677736549185,4629970,4568031,457614,IR
Iran,2024,-0.9077096540712369,-4.3786290503786205,6242271,6153464,549882,IR
Iran,2025,0.29029957240872994,-3.3727217242363983,3813605,3749743,386825,IR
Israel,1980,-0.28055527409058667,4.890880252709411,79472,79183,19738,IS
Israel,1981,-0.3632873865338184,5.103096096511018,130887,130158,32719,IS
Israel,1982,-0.32462461444598856,4.7396207164078605,231455,229983,59006,IS
Israel,1983,0.25786410856766157,4.848109122765988,166604,165876,43991,IS
Israel,1984,0.0021080907471750774,4.6950227019784005,132897,132206,34249,IS
Israel,1985,-0.0022069557750107583,4.71718499774144,178765,177717,46580,IS
Israel,1986,-0.25737048765041165,4.525240391973726,149365,148178,39475,IS
Israel,1987,-0.5086420077179534,4.4453902047633775,153447,151876,38093,IS
Israel,1988,-1.0317279148326346,4.156537639007721,243458,241500,58614,IS
Israel,1989,-0.5896086075839087,4.290562328848288,190359,189038,45913,IS
Israel,1990,-0.5684903181862414,4.458201044270895,173247,171888,41108,IS
Israel,1991,0.5221234026611906,5.022337838497413,382019,377860,72073,IS
Israel,1992,0.29301375111754446,4.278667114391557,204928,203012,46978,IS
Israel,1993,0.47744519021294257,4.628008689545364,358297,355036,79411,IS
Israel,1994,0.589157882845697,4.761543580867422,531499,521473,115079,IS
Israel,1995,0.44278844629514147,4.761739471792979,403916,395397,94619,IS
Israel,1996,0.5321792704868872,5.041078644250912,834578,818493,165069,IS
Israel,1997,0.4370983545991442,5.0333552482937804,867511,848986,186763,IS
Israel,1998,0.6081072002931415,5.230479430857315,1089521,1079024,196492,IS
Israel,1999,0.6893948089290676,5.679923780753699,939406,918125,169021,IS
Israel,2000,0.31873803952744084,5.245060659790035,1379924,1235291,244033,IS
Israel,2001,-0.9758474356364101,4.596449614238793,1365196,1345639,250491,IS
Israel,2002,-1.2107914893617033,4.495235404121887,1112313,1102777,229125,IS
Israel,2003,-0.5929426878880878,4.8339113776947045,1142045,1130837,210165,IS
Israel,2004,-0.9718287206879348,4.614521824154519,898107,888247,170365,IS
Israel,2005,-0.13066284407526352,4.68689841096346,623688,617558,118942,IS
Israel,2006,-1.103397894652426,4.767432436355977,1898145,1148069,302658,IS
Israel,2007,-0.3009913381689952,5.153838171823579,2305133,1683891,363549,IS
Israel,2008,-0.6193252703379629,4.848601842114836,2717523,2262214,401257,IS
Israel,2009,-0.17178599517702664,5.213517788521661,6539963,5981383,769235,IS
Israel,2010,-0.08158433425883788,5.247895990356264,5271656,4775233,586707,IS
Israel,2011,-0.23318834245499948,5.3919272076240095,7733071,7327860,718436,IS
Israel,2012,-0.4834674771628678,4.482950760630583,8777638,8446067,775163,IS
Israel,2013,0.11678604172537659,2.487973330471857,7193099,7082026,784368,IS
Israel,2014,-0.6635572318902516,2.2305503769303967,14834798,14525782,1378139,IS
Israel,2015,-0.5749202750191538,-2.9160628418182606,17175278,16755689,1386642,IS
Israel,2016,-0.5104945993122839,-3.2798094669463547,18708462,18321703,1322910,IS
Israel,2017,-0.09075341823433447,-2.7647431474576427,21857505,21338959,1332925,IS
Israel,2018,-0.46975239674058916,-3.2423501469981733,24800141,24272280,1404304,IS
Israel,2019,-0.3113319207158775,-2.846689661982467,16303812,16011926,1118964,IS
Israel,2020,0.33316885418206915,-2.3880818713284606,10323945,10157679,872452,IS
Israel,2021,-0.3601437530311617,-3.100555503017205,12215004,11965027,952609,IS
Israel,2022,-0.370610101329109,-3.011934588232207,7154794,7012754,785263,IS
Israel,2023,-0.8694239956972226,-4.301795656696935,38253665,37513233,2127003,IS
Israel,2024,-1.1555215471862652,-4.658227962074366,42469711,41574473,2633013,IS
Israel,2025,-0.5119540083674071,-4.334561208863021,28928532,28176529,1855300,IS
Italy,1980,0.11489388109718252,4.806442107134837,32942,32740,8057,IT
Italy,1981,-0.062174746644754975,4.484099690504153,46258,46015,10953,IT
Italy,1982,-0.05227164362100673,4.418146649522661,58612,58245,14681,IT
Italy,1983,0.17071397725636958,4.412760840035212,55616,55397,13894,IT
Italy,1984,0.4733449609463863,4.641416707354123,51858,51482,13187,IT
Italy,1985,0.5390590120771567,4.70371419336457,63132,62823,17471,IT
Italy,1986,0.121968550562537,4.623230976130468,56554,56114,15199,IT
Italy,1987,0.8315943680312528,4.725450451705521,50451,50127,12287,IT
Italy,1988,0.8298463789319682,4.414529724199838,42868,42635,10936,IT
Italy,1989,1.4286579457364352,4.874322018259413,34048,33815,8256,IT
Italy,1990,1.671086582568808,4.9337905586694415,28595,28357,6976,IT
Italy,1991,1.4511623748211728,4.9295903649994015,55801,55370,11184,IT
Italy,1992,1.425421618562535,4.86182385691289,36002,35767,8835,IT
Italy,1993,0.591158259720961,4.941099448372018,51895,51524,12113,IT
Italy,1994,0.5381544302247258,4.763224027459559,75711,74417,16331,IT
Italy,1995,0.5728707707089421,4.847602835925648,60262,58954,14571,IT
Italy,1996,1.085839243498818,5.159990152660515,112068,109688,25380,IT
Italy,1997,1.4466107001229098,5.20044891958143,188918,186599,43121,IT
Italy,1998,1.1147023021963487,5.029302901079946,267932,266176,56685,IT
Italy,1999,1.2609166026133742,5.435188007954095,250952,248077,52040,IT
Italy,2000,1.3491791435190952,5.539086206713541,194770,185430,40141,IT
Italy,2001,0.9482714965389095,5.106745522207185,226809,224649,48973,IT
Italy,2002,0.778526539939753,5.067517156942405,168908,167410,38508,IT
Italy,2003,0.9632158682384421,5.155880356972663,230984,228787,47844,IT
Italy,2004,0.6874216620459893,5.141649991041428,190556,189017,42923,IT
Italy,2005,0.6684910810020467,5.1344113684977986,189504,187936,41036,IT
Italy,2006,0.8102499955955674,5.155551966869481,290525,171657,56761,IT
Italy,2007,0.5826734362144053,5.176081792994796,595142,448280,99662,IT
Italy,2008,0.8580490621075232,5.214774231580883,586300,499008,98732,IT
Italy,2009,0.7767055375843223,5.291910199585941,1556639,1434035,213613,IT
Italy,2010,0.7194045740575272,5.587531981766156,1386449,1292007,157803,IT
Italy,2011,0.7917604369436623,5.453484027521359,2803225,2645352,264565,IT
Italy,2012,0.871994746814663,5.04381198592323,2577939,2475514,252799,IT
Italy,2013,0.7800695654514022,2.5694155538114365,3176981,3119078,297276,IT
Italy,2014,1.0867229601518007,2.625871131074129,3153272,3087240,316202,IT
Italy,2015,1.042286710028416,-1.2890040502328166,6862489,6706680,491807,IT
Italy,2016,1.0360816436381772,-1.6660534517078558,7298553,7164526,549856,IT
Italy,2017,1.082498453372544,-1.3986234176726975,5704064,5592986,446132,IT
Italy,2018,0.9836214619015144,-1.5659957582336945,6028900,5888116,448758,IT
Italy,2019,1.1037294697680036,-1.2369727099561825,4596418,4507430,396734,IT
Italy,2020,1.0827174447971708,-2.018610323375985,4781627,4702511,369818,IT
Italy,2021,1.0200096356965498,-1.2099317995424845,3320159,3255598,269832,IT
Italy,2022,1.2143022381585795,-0.8478377362625044,2365829,2315114,224787,IT
Italy,2023,1.2159900708016103,-0.8793208008069103,3631347,3551314,329936,IT
Italy,2024,1.224605978687958,-0.6502262630188214,3071684,2985705,318137,IT
Italy,2025,1.1944110254362654,-0.48108943350370725,3459232,3360521,305559,IT
Japan,1980,1.6093078195133466,4.75195768043029,34909,34682,8466,JA
Japan,1981,1.5722001513431705,5.258791637948043,43977,43563,10572,JA
Japan,1982,0.9878777851312599,5.081307993719809,39750,39461,9066,JA
Japan,1983,1.3801868874876557,4.795624404643902,56527,56077,13163,JA
Japan,1984,1.4002392115587028,4.94151463443347,45592,45226,10451,JA
Japan,1985,1.4463659328762182,4.659844624940966,59090,58657,13855,JA
Japan,1986,1.4669507818508083,4.823576144050226,67242,66593,15604,JA
Japan,1987,1.3832827586206895,4.459746181719311,63262,62572,14500,JA
Japan,1988,1.7491962077493826,4.242721080456207,68275,67480,14556,JA
Japan,1989,1.7220302932645815,4.732091583507721,70292,69484,15515,JA
Japan,1990,1.8495404765835668,4.916079760811295,78796,77724,18171,JA
Japan,1991,2.013332495075233,5.015890277156529,124542,123008,23859,JA
Japan,1992,1.980357319119534,5.07816752485856,87996,87117,20262,JA
Japan,1993,1.584721569297833,5.355361364767263,113346,112151,23399,JA
Japan,1994,1.53923088615291,5.174866589963296,122841,121308,26316,JA
Japan,1995,0.6838955720501663,5.0121433296730435,169138,166212,39070,JA
Japan,1996,1.250067348207501,5.354997605841682,270953,265436,57908,JA
Japan,1997,1.563014358426951,5.444948150439528,349196,342569,76819,JA
Japan,1998,1.752340645161289,5.368947388344597,417650,408407,77500,JA
Japan,1999,1.725414052620595,5.559195987153316,436039,429024,81451,JA
Japan,2000,1.6448011208521771,5.475885022880637,549833,522665,97069,JA
Japan,2001,1.449040998710951,5.380956661608806,582505,577252,115589,JA
Japan,2002,1.5773756858368868,5.464851353141752,360344,356732,75273,JA
Japan,2003,1.7218761087064502,5.542909053823337,626522,621109,112744,JA
Japan,2004,1.3835035141227952,5.3332326222599775,445141,441443,90492,JA
Japan,2005,1.2736712567761228,5.364203341701925,303816,301204,64196,JA
Japan,2006,1.4112444763532297,5.619428652268023,536380,306649,98893,JA
Japan,2007,1.2544923193063926,5.558711357884514,1106254,807181,174854,JA
Japan,2008,1.3089403014469925,5.469207679932634,1127768,956233,172634,JA
Japan,2009,1.64241036006764,5.743367071457679,2223139,2056966,278531,JA
Japan,2010,1.4271240407319952,5.605872980102827,2564102,2404005,271040,JA
Japan,2011,1.5003550211265368,5.406632393275172,4443760,4263281,377724,JA
Japan,2012,1.3463441747602711,5.112862834105431,3369737,3245181,324742,JA
Japan,2013,1.4583085488375462,2.584172809093991,3138432,3091690,330860,JA
Japan,2014,1.4513236320320728,2.5884637990971786,4598206,4520995,449974,JA
Japan,2015,1.331998436465925,-0.5404065364492278,8879306,8650392,644697,JA
Japan,2016,1.3049120104253646,-0.9973964354169271,9569363,9340671,680268,JA
Japan,2017,1.2189716832366435,-0.9274176520044626,8739594,8576712,620198,JA
Japan,2018,1.3982947799850272,-0.7050325171685473,6871402,6710012,528964,JA
Japan,2019,1.4062680961095781,-0.8692800417497483,7133663,6992352,542591,JA
Japan,2020,1.2555264012724592,-1.5419957127779476,4711117,4623112,357104,JA
Japan,2021,1.2949775025212698,-0.9778350170933134,3861134,3798777,309374,JA
Japan,2022,1.2539038034916248,-0.8732604015957901,3661502,3590916,311030,JA
Japan,2023,1.5462774105909614,-0.4455570676880577,5257975,5123004,438015,JA
Japan,2024,1.419609553931727,-0.29433053174120777,3824404,3710905,366760,JA
Japan,2025,1.432129145061376,-0.1599398436952162,3300074,3207891,332866,JA
"Korea, South",1980,-0.6182283252557892,4.710858895166472,19903,19764,3714,KS
"Korea, South",1981,0.2774837310195226,5.316599329099396,12238,12132,2305,KS
"Korea, South",1982,0.12587890624999998,4.598562000004456,15192,15090,3072,KS
"Korea, South",1983,0.20296756383712905,4.542966317114069,27393,27230,5796,KS
"Korea, South",1984,0.7212612612612617,4.8353038892123426,23882,23689,4995,KS
"Korea, South",1985,0.5729574611748819,5.139975188643274,30392,30164,5924,KS
"Korea, South",1986,-0.3209302325581395,4.9469180801235275,30441,30118,6106,KS
"Korea, South",1987,-1.1926543592925851,5.292043470499795,74450,73641,12892,KS
"Korea, South",1988,-0.39273931855056776,5.045889928780687,41267,40879,7396,KS
"Korea, South",1989,-0.4985012066556589,4.388731149843542,42463,41857,7873,KS
"Korea, South",1990,0.9351420838971586,4.919096053567228,36634,36286,7390,KS
"Korea, South",1991,0.6338581897405429,4.863696833105846,62657,62260,10098,KS
"Korea, South",1992,1.6716608084358522,5.41201316345192,33259,32823,6828,KS
"Korea, South",1993,1.1917832388153753,4.862150953958545,39218,38600,7935,KS
"Korea, South",1994,1.1911669417446054,5.019775437762147,74523,73462,16359,KS
"Korea, South",1995,1.07780275166871,5.347144188259812,67821,66085,14682,KS
"Korea, South",1996,0.9190868136706979,5.403098650059941,148958,146069,29523,KS
"Korea, South",1997,1.4114033251947433,5.850819490698436,219194,213483,43005,KS
"Korea, South",1998,1.6458347363458818,5.690885250693274,260527,257466,44547,KS
"Korea, South",1999,1.252572011463545,5.548446296082696,220387,217272,41174,KS
"Korea, South",2000,1.9531164314237879,6.117112342273013,302423,288613,54341,KS
"Korea, South",2001,1.7556679268456505,5.80560867027228,265660,263047,52109,KS
"Korea, South",2002,1.6007462295768742,5.480883547765303,190715,189380,38192,KS
"Korea, South",2003,1.681094683862849,5.666249401444631,345500,343192,60401,KS
"Korea, South",2004,1.6645939655356499,5.401584754295101,252528,250757,46831,KS
"Korea, South",2005,1.6770838035662468,5.5997118544075635,151884,150549,31013,KS
"Korea, South",2006,1.3323325890373943,5.555361851330416,244899,117383,45233,KS
"Korea, South",2007,1.4938673968771856,5.5480423062685436,551896,350785,85820,KS
"Korea, South",2008,1.1764876290803246,5.359934308711259,472094,353470,72145,KS
"Korea, South",2009,1.3703935575209798,5.481339002938053,1484915,1301371,185767,KS
"Korea, South",2010,0.9836627565232944,5.302840276847759,2029802,1847043,195645,KS
"Korea, South",2011,1.292474602849935,5.661792525714614,1679505,1544758,176004,KS
"Korea, South",2012,1.1456463547991071,5.226495114439089,1625529,1531141,149059,KS
"Korea, South",2013,1.1867021708610346,2.42965898439814,1652010,1629188,172422,KS
"Korea, South",2014,1.0747251443017134,2.3385986746160694,3121182,3067684,252769,KS
"Korea, South",2015,1.207007121348404,-1.0934900977269029,4734985,4626665,313424,KS
"Korea, South",2016,0.8198765582332614,-1.8398109376597105,5935599,5806684,380584,KS
"Korea, South",2017,0.6381608831021797,-2.0721976556289214,7539312,7410943,441625,KS
"Korea, South",2018,1.5655084045118255,-0.9257453106375587,6159878,6024937,376167,KS
"Korea, South",2019,1.4539056640009271,-1.03435218169993,3615695,3547045,275971,KS
"Korea, South",2020,1.1215207230290347,-1.9859603364076521,2807173,2746239,199826,KS
"Korea, South",2021,1.462973244917504,-0.9384048562401512,2131016,2082920,164985,KS
"Korea, South",2022,1.1642099131132495,-1.0960151275709067,2290051,2230838,181961,KS
"Korea, South",2023,1.3470844346492619,-0.860135121578347,3007916,2934591,259538,KS
"Korea, South",2024,1.0722273140314595,-1.3074348420225042,3153792,3079162,255313,KS
"Korea, South",2025,1.2162216770740417,-1.1081877292556739,2549504,2484443,224200,KS
Mexico,1980,1.3391484084332363,4.5250653578629185,9606,9577,2419,MX
Mexico,1981,0.9661382954284403,5.089111345352732,16482,16355,4353,MX
Mexico,1982,0.4277811275248717,4.698203218175352,24740,24619,6634,MX
Mexico,1983,0.7079308288610616,4.775432406222575,32904,32744,8385,MX
Mexico,1984,0.8814143515079489,4.828912694390194,26123,26002,6731,MX
Mexico,1985,-0.03245327102803739,4.537411513302465,32214,32044,8560,MX
Mexico,1986,0.687320099255583,4.642645443999888,30469,30326,8060,MX
Mexico,1987,1.323288372887144,4.531291801129754,23941,23812,5857,MX
Mexico,1988,0.2641854636591477,4.453484771907985,32893,32612,7980,MX
Mexico,1989,0.19193218357205497,4.474306641868915,28071,27897,6842,MX
Mexico,1990,0.3684290540540542,4.745582712326559,23369,23181,5920,MX
Mexico,1991,1.0141698473282448,5.079220143030943,35756,35480,6288,MX
Mexico,1992,0.9292498152254245,4.841829557884006,22910,22667,5412,MX
Mexico,1993,0.344984416483897,5.313859433020882,35656,35416,8663,MX
Mexico,1994,-0.3937402527561175,5.2761670371818115,87062,85939,18595,MX
Mexico,1995,-0.35118487012000615,5.0093527326253735,56344,55503,13166,MX
Mexico,1996,0.317201821964798,5.433734830164347,75755,74991,17783,MX
Mexico,1997,0.21344120328167723,5.375311863192043,87216,86051,21940,MX
Mexico,1998,-0.09582468994129846,4.949752330806342,122920,120632,22657,MX
Mexico,1999,0.23776401534408648,5.314593726967604,111826,110084,21637,MX
Mexico,2000,0.6493782608695653,5.739251735881377,110229,103994,23000,MX
Mexico,2001,0.9842725156922207,6.009228051498472,115152,114153,28358,MX
Mexico,2002,0.7170227366302205,5.7500034756911464,83064,82564,21859,MX
Mexico,2003,0.5876597996905795,5.598526162037922,106751,106059,24562,MX
Mexico,2004,0.5242192796131419,5.633528350648734,91672,91077,22127,MX
Mexico,2005,-0.19725702072077422,5.242565630960503,73198,72788,16843,MX
Mexico,2006,-0.14548897303924657,5.179209760411393,189015,120926,35912,MX
Mexico,2007,0.17884487559507772,4.932188505278786,326061,269759,55665,MX
Mexico,2008,-0.07814074961418509,4.559456012434313,581240,514667,92661,MX
Mexico,2009,0.16067236002340338,4.7407150532671425,1620922,1500067,186299,MX
Mexico,2010,-0.7296800237702484,4.640519059827926,2112569,2015457,195202,MX
Mexico,2011,-0.5952051167523911,4.737831300925848,2395793,2317020,217169,MX
Mexico,2012,0.10908142996867579,4.870829404451296,2651516,2574954,232089,MX
Mexico,2013,0.3719355241784331,2.3627948849949156,2026549,1992686,208082,MX
Mexico,2014,0.017913255254482268,2.1690957093598735,3028519,2968706,303033,MX
Mexico,2015,0.09700064708863022,-1.99658459808706,5850481,5726347,400254,MX
Mexico,2016,0.3298960773995162,-2.219835361105083,8045319,7860733,533053,MX
