Country,Year,Spending
Mexico,1987,0.005803418891914559
Mexico,1988,0.005361453741847924
Mexico,1989,0.00517255829376633
Mexico,1990,0.004330810354740317
Mexico,1991,0.004354023007822917
Mexico,1992,0.004694546557312086
Mexico,1993,0.004004412669757907
Mexico,1994,0.004760114772262714
Mexico,1995,0.00411044545371404
Mexico,1996,0.004356910778737702
Mexico,1997,0.004172438612156431
Mexico,1998,0.004059876049187628
Mexico,1999,0.004202637939110226
Mexico,2000,0.004085181378342001
Mexico,2001,0.004056792104430651
Mexico,2002,0.003913163896993238
Mexico,2003,0.0038671435196889533
Mexico,2004,0.0034832658301408633
Mexico,2005,0.0034040465022647406
Mexico,2006,0.002974834142351441
Mexico,2007,0.0038309243197954604
Mexico,2008,0.0037317675556546963
Mexico,2009,0.0047848879582275405
Mexico,2010,0.004332298992074791
Mexico,2011,0.004473869999721321
Mexico,2012,0.0045550205117491326
Mexico,2013,0.004876428758973801
Mexico,2014,0.004953210313728057
Mexico,2015,0.0045074282393045015
Mexico,2016,0.004800462724454008
Mexico,2017,0.004248491555401472
Mexico,2018,0.004646115449315393
Mexico,2019,0.005093376282975637
